Neighbourhood,Neighbourhood Number,Gender,Characteristic,Year,Value,Ward
Rhatigan Ridge,5350,Women+,Average age of the population,2021,45.1,pihêsiwin Ward
Rhatigan Ridge,5350,Women+,Median age of the population,2021,48.8,pihêsiwin Ward
Richfield,6600,Men+,Average age of the population,2021,34.3,Karhiio Ward
Richfield,6600,Men+,Median age of the population,2021,32.8,Karhiio Ward
Richfield,6600,Total,Average age of the population,2021,34.6,Karhiio Ward
Richfield,6600,Total,Median age of the population,2021,34,Karhiio Ward
Richfield,6600,Women+,Average age of the population,2021,34.9,Karhiio Ward
Richfield,6600,Women+,Median age of the population,2021,34.4,Karhiio Ward
Richford,5451,Men+,Average age of the population,2021,47.8,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Men+,Median age of the population,2021,50.8,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Total,Average age of the population,2021,48.7,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Total,Median age of the population,2021,53.2,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Women+,Average age of the population,2021,49.6,Ipiihkoohkanipiaohtsi Ward
Richford,5451,Women+,Median age of the population,2021,54.4,Ipiihkoohkanipiaohtsi Ward
Rideau Park,5360,Men+,Average age of the population,2021,46.2,papastew Ward
Rideau Park,5360,Men+,Median age of the population,2021,44.4,papastew Ward
Rideau Park,5360,Total,Average age of the population,2021,49.9,papastew Ward
Rideau Park,5360,Total,Median age of the population,2021,50.4,papastew Ward
Rideau Park,5360,Women+,Average age of the population,2021,53.2,papastew Ward
Rideau Park,5360,Women+,Median age of the population,2021,54.4,papastew Ward
Rio Terrace,4430,Men+,Average age of the population,2021,40.3,sipiwiyiniwak Ward
Rio Terrace,4430,Men+,Median age of the population,2021,40.4,sipiwiyiniwak Ward
Rio Terrace,4430,Total,Average age of the population,2021,42.8,sipiwiyiniwak Ward
Rio Terrace,4430,Total,Median age of the population,2021,44.8,sipiwiyiniwak Ward
Rio Terrace,4430,Women+,Average age of the population,2021,45.6,sipiwiyiniwak Ward
Rio Terrace,4430,Women+,Median age of the population,2021,47.6,sipiwiyiniwak Ward
Ritchie,6610,Men+,Average age of the population,2021,38.3,papastew Ward
Ritchie,6610,Men+,Median age of the population,2021,35.6,papastew Ward
Ritchie,6610,Total,Average age of the population,2021,39.2,papastew Ward
Ritchie,6610,Total,Median age of the population,2021,35.6,papastew Ward
Ritchie,6610,Women+,Average age of the population,2021,40.1,papastew Ward
Ritchie,6610,Women+,Median age of the population,2021,36,papastew Ward
Riverdale,1210,Men+,Average age of the population,2021,41.8,O-day'min Ward
Riverdale,1210,Men+,Median age of the population,2021,42.8,O-day'min Ward
Riverdale,1210,Total,Average age of the population,2021,43.5,O-day'min Ward
Riverdale,1210,Total,Median age of the population,2021,44.8,O-day'min Ward
Riverdale,1210,Women+,Average age of the population,2021,45.2,O-day'min Ward
Riverdale,1210,Women+,Median age of the population,2021,46,O-day'min Ward
Riverview Area,4463,Men+,Average age of the population,2021,41.2,sipiwiyiniwak Ward
Riverview Area,4463,Men+,Median age of the population,2021,44.8,sipiwiyiniwak Ward
Riverview Area,4463,Total,Average age of the population,2021,41.5,sipiwiyiniwak Ward
Riverview Area,4463,Total,Median age of the population,2021,44.8,sipiwiyiniwak Ward
Riverview Area,4463,Women+,Average age of the population,2021,42,sipiwiyiniwak Ward
Riverview Area,4463,Women+,Median age of the population,2021,45.6,sipiwiyiniwak Ward
Rosenthal,4750,Men+,Average age of the population,2021,32,Nakota Isga Ward
Rosenthal,4750,Men+,Median age of the population,2021,33.2,Nakota Isga Ward
Rosenthal,4750,Total,Average age of the population,2021,32.4,Nakota Isga Ward
Rosenthal,4750,Total,Median age of the population,2021,33.2,Nakota Isga Ward
Rosenthal,4750,Women+,Average age of the population,2021,32.8,Nakota Isga Ward
Rosenthal,4750,Women+,Median age of the population,2021,33.6,Nakota Isga Ward
Rossdale,1220,Men+,Average age of the population,2021,43.9,O-day'min Ward
Rossdale,1220,Men+,Median age of the population,2021,43.2,O-day'min Ward
Rossdale,1220,Total,Median age of the population,2021,42,O-day'min Ward
Rossdale,1220,Women+,Average age of the population,2021,42.7,O-day'min Ward
Rossdale,1220,Women+,Median age of the population,2021,41.2,O-day'min Ward
Rosslyn,3390,Men+,Average age of the population,2021,42.3,Anirniq Ward
Rosslyn,3390,Men+,Median age of the population,2021,40.8,Anirniq Ward
Rosslyn,3390,Total,Average age of the population,2021,45.4,Anirniq Ward
Rosslyn,3390,Total,Median age of the population,2021,44,Anirniq Ward
Rosslyn,3390,Women+,Average age of the population,2021,48.3,Anirniq Ward
Rosslyn,3390,Women+,Median age of the population,2021,48.4,Anirniq Ward
Royal Gardens,5430,Men+,Average age of the population,2021,36.3,papastew Ward
Royal Gardens,5430,Men+,Median age of the population,2021,33.2,papastew Ward
Royal Gardens,5430,Total,Average age of the population,2021,37.6,papastew Ward
Royal Gardens,5430,Total,Median age of the population,2021,35.6,papastew Ward
Royal Gardens,5430,Women+,Average age of the population,2021,38.8,papastew Ward
Royal Gardens,5430,Women+,Median age of the population,2021,37.2,papastew Ward
Rundle Heights,2660,Men+,Average age of the population,2021,34.8,Métis Ward
Rundle Heights,2660,Men+,Median age of the population,2021,34,Métis Ward
Rundle Heights,2660,Total,Average age of the population,2021,34.8,Métis Ward
Rundle Heights,2660,Total,Median age of the population,2021,34,Métis Ward
Rundle Heights,2660,Women+,Average age of the population,2021,34.8,Métis Ward
Rundle Heights,2660,Women+,Median age of the population,2021,33.6,Métis Ward
Rural North East Horse Hill,2670,Men+,Average age of the population,2021,43.4,Dene Ward
Rural North East Horse Hill,2670,Men+,Median age of the population,2021,43.2,Dene Ward
Rural North East Horse Hill,2670,Total,Average age of the population,2021,42.2,Dene Ward
Rural North East Horse Hill,2670,Total,Median age of the population,2021,42.8,Dene Ward
Rural North East Horse Hill,2670,Women+,Average age of the population,2021,40.4,Dene Ward
Rural North East Horse Hill,2670,Women+,Median age of the population,2021,42.8,Dene Ward
Rutherford,5454,Men+,Average age of the population,2021,35.9,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Men+,Median age of the population,2021,36,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Total,Average age of the population,2021,36.8,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Total,Median age of the population,2021,36.8,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Women+,Average age of the population,2021,37.6,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Women+,Median age of the population,2021,37.2,Ipiihkoohkanipiaohtsi Ward
Sakaw,6670,Men+,Average age of the population,2021,39,Karhiio Ward
Sakaw,6670,Men+,Median age of the population,2021,37.6,Karhiio Ward
Sakaw,6670,Total,Average age of the population,2021,40.8,Karhiio Ward
Sakaw,6670,Total,Median age of the population,2021,39.2,Karhiio Ward
Sakaw,6670,Women+,Average age of the population,2021,42.6,Karhiio Ward
Sakaw,6670,Women+,Median age of the population,2021,41.6,Karhiio Ward
Satoo,6680,Men+,Average age of the population,2021,41.1,Karhiio Ward
Satoo,6680,Men+,Median age of the population,2021,40.8,Karhiio Ward
Satoo,6680,Total,Average age of the population,2021,41.9,Karhiio Ward
Satoo,6680,Total,Median age of the population,2021,42,Karhiio Ward
Satoo,6680,Women+,Average age of the population,2021,42.7,Karhiio Ward
Satoo,6680,Women+,Median age of the population,2021,44,Karhiio Ward
Schonsee,2700,Men+,Average age of the population,2021,34.7,tastawiyiniwak Ward
Schonsee,2700,Men+,Median age of the population,2021,33.6,tastawiyiniwak Ward
Schonsee,2700,Total,Average age of the population,2021,35.6,tastawiyiniwak Ward
Schonsee,2700,Total,Median age of the population,2021,34.4,tastawiyiniwak Ward
Schonsee,2700,Women+,Average age of the population,2021,36.4,tastawiyiniwak Ward
Schonsee,2700,Women+,Median age of the population,2021,35.2,tastawiyiniwak Ward
Secord,4487,Men+,Average age of the population,2021,29.9,Nakota Isga Ward
Secord,4487,Men+,Median age of the population,2021,32.4,Nakota Isga Ward
Secord,4487,Total,Average age of the population,2021,30.2,Nakota Isga Ward
Secord,4487,Total,Median age of the population,2021,32.4,Nakota Isga Ward
Secord,4487,Women+,Average age of the population,2021,30.5,Nakota Isga Ward
Secord,4487,Women+,Median age of the population,2021,32.4,Nakota Isga Ward
Sherbrooke,3410,Men+,Average age of the population,2021,38,Anirniq Ward
Sherbrooke,3410,Men+,Median age of the population,2021,37.2,Anirniq Ward
Sherbrooke,3410,Total,Average age of the population,2021,38.5,Anirniq Ward
Sherbrooke,3410,Total,Median age of the population,2021,37.6,Anirniq Ward
Sherbrooke,3410,Women+,Average age of the population,2021,38.9,Anirniq Ward
Sherbrooke,3410,Women+,Median age of the population,2021,38.4,Anirniq Ward
Sherwood,4500,Men+,Average age of the population,2021,40.5,sipiwiyiniwak Ward
Sherwood,4500,Men+,Median age of the population,2021,40.8,sipiwiyiniwak Ward
Sherwood,4500,Total,Average age of the population,2021,41.1,sipiwiyiniwak Ward
Sherwood,4500,Total,Median age of the population,2021,41.6,sipiwiyiniwak Ward
Sherwood,4500,Women+,Average age of the population,2021,41.6,sipiwiyiniwak Ward
Sherwood,4500,Women+,Median age of the population,2021,41.6,sipiwiyiniwak Ward
Sifton Park,2710,Men+,Average age of the population,2021,36.4,Dene Ward
Sifton Park,2710,Men+,Median age of the population,2021,36,Dene Ward
Sifton Park,2710,Total,Average age of the population,2021,36.6,Dene Ward
Sifton Park,2710,Total,Median age of the population,2021,36,Dene Ward
Sifton Park,2710,Women+,Average age of the population,2021,36.8,Dene Ward
Sifton Park,2710,Women+,Median age of the population,2021,36,Dene Ward
Silver Berry,6442,Men+,Average age of the population,2021,33.8,Sspomitapi Ward
Silver Berry,6442,Men+,Median age of the population,2021,32.8,Sspomitapi Ward
Silver Berry,6442,Total,Average age of the population,2021,34.3,Sspomitapi Ward
Silver Berry,6442,Total,Median age of the population,2021,33.6,Sspomitapi Ward
Silver Berry,6442,Women+,Average age of the population,2021,34.8,Sspomitapi Ward
Silver Berry,6442,Women+,Median age of the population,2021,34.4,Sspomitapi Ward
Skyrattler,5460,Men+,Average age of the population,2021,37.8,Ipiihkoohkanipiaohtsi Ward
Skyrattler,5460,Men+,Median age of the population,2021,36,Ipiihkoohkanipiaohtsi Ward
Skyrattler,5460,Total,Average age of the population,2021,39.6,Ipiihkoohkanipiaohtsi Ward
Skyrattler,5460,Total,Median age of the population,2021,37.2,Ipiihkoohkanipiaohtsi Ward
Skyrattler,5460,Women+,Average age of the population,2021,41.2,Ipiihkoohkanipiaohtsi Ward
Skyrattler,5460,Women+,Median age of the population,2021,39.6,Ipiihkoohkanipiaohtsi Ward
South Terwillegar,5642,Men+,Average age of the population,2021,33.9,pihêsiwin Ward
South Terwillegar,5642,Men+,Median age of the population,2021,34,pihêsiwin Ward
South Terwillegar,5642,Total,Average age of the population,2021,34.3,pihêsiwin Ward
South Terwillegar,5642,Total,Median age of the population,2021,34.4,pihêsiwin Ward
South Terwillegar,5642,Women+,Average age of the population,2021,34.8,pihêsiwin Ward
South Terwillegar,5642,Women+,Median age of the population,2021,34.8,pihêsiwin Ward
Spruce Avenue,1230,Men+,Average age of the population,2021,41.4,O-day'min Ward
Spruce Avenue,1230,Men+,Median age of the population,2021,40,O-day'min Ward
Spruce Avenue,1230,Total,Average age of the population,2021,41.6,O-day'min Ward
Spruce Avenue,1230,Total,Median age of the population,2021,40.4,O-day'min Ward
Spruce Avenue,1230,Women+,Average age of the population,2021,41.9,O-day'min Ward
Spruce Avenue,1230,Women+,Median age of the population,2021,40.8,O-day'min Ward
Starling,4474,Men+,Average age of the population,2021,31.6,Nakota Isga Ward
Starling,4474,Men+,Median age of the population,2021,32.4,Nakota Isga Ward
Starling,4474,Total,Average age of the population,2021,31.9,Nakota Isga Ward
Starling,4474,Total,Median age of the population,2021,32.4,Nakota Isga Ward
Starling,4474,Women+,Average age of the population,2021,32.3,Nakota Isga Ward
Starling,4474,Women+,Median age of the population,2021,32.8,Nakota Isga Ward
Steinhauer,5470,Men+,Average age of the population,2021,41.4,Ipiihkoohkanipiaohtsi Ward
Steinhauer,5470,Men+,Median age of the population,2021,40.8,Ipiihkoohkanipiaohtsi Ward
Steinhauer,5470,Total,Average age of the population,2021,42.1,Ipiihkoohkanipiaohtsi Ward
Steinhauer,5470,Total,Median age of the population,2021,41.6,Ipiihkoohkanipiaohtsi Ward
Steinhauer,5470,Women+,Average age of the population,2021,42.7,Ipiihkoohkanipiaohtsi Ward
Steinhauer,5470,Women+,Median age of the population,2021,42.8,Ipiihkoohkanipiaohtsi Ward
Stewart Greens,4486,Men+,Average age of the population,2021,30.5,Nakota Isga Ward
Stewart Greens,4486,Men+,Median age of the population,2021,32.8,Nakota Isga Ward
Stewart Greens,4486,Total,Average age of the population,2021,30.2,Nakota Isga Ward
Stewart Greens,4486,Total,Median age of the population,2021,32.4,Nakota Isga Ward
Stewart Greens,4486,Women+,Average age of the population,2021,29.8,Nakota Isga Ward
Stewart Greens,4486,Women+,Median age of the population,2021,32,Nakota Isga Ward
Stillwater,4468,Men+,Average age of the population,2021,29.6,sipiwiyiniwak Ward
Stillwater,4468,Men+,Median age of the population,2021,31.2,sipiwiyiniwak Ward
Stillwater,4468,Total,Average age of the population,2021,29.6,sipiwiyiniwak Ward
Stillwater,4468,Total,Median age of the population,2021,30.6,sipiwiyiniwak Ward
Stillwater,4468,Women+,Average age of the population,2021,29.7,sipiwiyiniwak Ward
Stillwater,4468,Women+,Median age of the population,2021,30.4,sipiwiyiniwak Ward
Strathcona,5480,Men+,Average age of the population,2021,39.5,papastew Ward
Strathcona,5480,Men+,Median age of the population,2021,35.6,papastew Ward
Strathcona,5480,Total,Average age of the population,2021,39.3,papastew Ward
Strathcona,5480,Total,Median age of the population,2021,34.8,papastew Ward
Strathcona,5480,Women+,Average age of the population,2021,39.1,papastew Ward
Strathcona,5480,Women+,Median age of the population,2021,34,papastew Ward
Strathearn,6710,Men+,Average age of the population,2021,44.2,Métis Ward
Strathearn,6710,Men+,Median age of the population,2021,43.2,Métis Ward
Strathearn,6710,Total,Average age of the population,2021,45.2,Métis Ward
Strathearn,6710,Total,Median age of the population,2021,43.6,Métis Ward
Strathearn,6710,Women+,Average age of the population,2021,46.2,Métis Ward
Strathearn,6710,Women+,Median age of the population,2021,44.4,Métis Ward
Suder Greens,4730,Men+,Average age of the population,2021,36.7,Nakota Isga Ward
Suder Greens,4730,Men+,Median age of the population,2021,37.2,Nakota Isga Ward
Suder Greens,4730,Total,Average age of the population,2021,37.6,Nakota Isga Ward
Suder Greens,4730,Total,Median age of the population,2021,38.4,Nakota Isga Ward
Suder Greens,4730,Women+,Average age of the population,2021,38.4,Nakota Isga Ward
Suder Greens,4730,Women+,Median age of the population,2021,39.6,Nakota Isga Ward
Summerlea,4520,Men+,Average age of the population,2021,45.4,sipiwiyiniwak Ward
Summerlea,4520,Men+,Median age of the population,2021,46.4,sipiwiyiniwak Ward
Summerlea,4520,Total,Average age of the population,2021,47.7,sipiwiyiniwak Ward
Summerlea,4520,Total,Median age of the population,2021,49.6,sipiwiyiniwak Ward
Summerlea,4520,Women+,Average age of the population,2021,49.7,sipiwiyiniwak Ward
Summerlea,4520,Women+,Median age of the population,2021,52.8,sipiwiyiniwak Ward
Summerside,6213,Men+,Average age of the population,2021,32.2,Karhiio Ward
Summerside,6213,Men+,Median age of the population,2021,33.2,Karhiio Ward
Summerside,6213,Total,Average age of the population,2021,32.6,Karhiio Ward
Summerside,6213,Total,Median age of the population,2021,33.6,Karhiio Ward
Summerside,6213,Women+,Average age of the population,2021,33,Karhiio Ward
Summerside,6213,Women+,Median age of the population,2021,34,Karhiio Ward
Sweet Grass,5490,Men+,Average age of the population,2021,38.2,Ipiihkoohkanipiaohtsi Ward
Sweet Grass,5490,Men+,Median age of the population,2021,36.4,Ipiihkoohkanipiaohtsi Ward
Sweet Grass,5490,Total,Average age of the population,2021,39.4,Ipiihkoohkanipiaohtsi Ward
Sweet Grass,5490,Total,Median age of the population,2021,38.4,Ipiihkoohkanipiaohtsi Ward
Sweet Grass,5490,Women+,Average age of the population,2021,40.5,Ipiihkoohkanipiaohtsi Ward
Sweet Grass,5490,Women+,Median age of the population,2021,40,Ipiihkoohkanipiaohtsi Ward
Tamarack,6443,Men+,Average age of the population,2021,30.5,Sspomitapi Ward
Tamarack,6443,Men+,Median age of the population,2021,31,Sspomitapi Ward
Tamarack,6443,Total,Average age of the population,2021,31.1,Sspomitapi Ward
Tamarack,6443,Total,Median age of the population,2021,31.8,Sspomitapi Ward
Tamarack,6443,Women+,Average age of the population,2021,31.8,Sspomitapi Ward
Tamarack,6443,Women+,Median age of the population,2021,32.8,Sspomitapi Ward
Tawa,6720,Men+,Average age of the population,2021,42.1,Karhiio Ward
Tawa,6720,Men+,Median age of the population,2021,40.8,Karhiio Ward
Tawa,6720,Total,Average age of the population,2021,47.1,Karhiio Ward
Tawa,6720,Total,Median age of the population,2021,47.2,Karhiio Ward
Tawa,6720,Women+,Average age of the population,2021,50.8,Karhiio Ward
Tawa,6720,Women+,Median age of the population,2021,53.6,Karhiio Ward
Terra Losa,4540,Men+,Average age of the population,2021,50.5,Nakota Isga Ward
Terra Losa,4540,Men+,Median age of the population,2021,51.6,Nakota Isga Ward
Terra Losa,4540,Total,Average age of the population,2021,54.6,Nakota Isga Ward
Terra Losa,4540,Total,Median age of the population,2021,58.4,Nakota Isga Ward
Terra Losa,4540,Women+,Average age of the population,2021,57.6,Nakota Isga Ward
Terra Losa,4540,Women+,Median age of the population,2021,62,Nakota Isga Ward
Terrace Heights,6730,Men+,Average age of the population,2021,42.8,Métis Ward
Terrace Heights,6730,Men+,Median age of the population,2021,42,Métis Ward
Terrace Heights,6730,Total,Average age of the population,2021,44.5,Métis Ward
Terrace Heights,6730,Total,Median age of the population,2021,43.6,Métis Ward
Terrace Heights,6730,Women+,Average age of the population,2021,46.2,Métis Ward
Terrace Heights,6730,Women+,Median age of the population,2021,44.8,Métis Ward
Terwillegar Towne,5640,Men+,Average age of the population,2021,37.5,pihêsiwin Ward
Terwillegar Towne,5640,Men+,Median age of the population,2021,38.4,pihêsiwin Ward
Terwillegar Towne,5640,Total,Average age of the population,2021,38.1,pihêsiwin Ward
Terwillegar Towne,5640,Total,Median age of the population,2021,39.2,pihêsiwin Ward
Terwillegar Towne,5640,Women+,Average age of the population,2021,38.6,pihêsiwin Ward
Terwillegar Towne,5640,Women+,Median age of the population,2021,39.6,pihêsiwin Ward
The Hamptons,4461,Men+,Average age of the population,2021,33.1,sipiwiyiniwak Ward
The Hamptons,4461,Men+,Median age of the population,2021,34,sipiwiyiniwak Ward
The Hamptons,4461,Total,Average age of the population,2021,33.7,sipiwiyiniwak Ward
The Hamptons,4461,Total,Median age of the population,2021,34.8,sipiwiyiniwak Ward
The Hamptons,4461,Women+,Average age of the population,2021,34.2,sipiwiyiniwak Ward
The Hamptons,4461,Women+,Median age of the population,2021,35.2,sipiwiyiniwak Ward
The Orchards At Ellerslie,6216,Men+,Average age of the population,2021,28.8,Karhiio Ward
The Orchards At Ellerslie,6216,Men+,Median age of the population,2021,31.4,Karhiio Ward
The Orchards At Ellerslie,6216,Total,Average age of the population,2021,29.2,Karhiio Ward
The Orchards At Ellerslie,6216,Total,Median age of the population,2021,31.4,Karhiio Ward
The Orchards At Ellerslie,6216,Women+,Average age of the population,2021,29.7,Karhiio Ward
The Orchards At Ellerslie,6216,Women+,Median age of the population,2021,31.4,Karhiio Ward
The Uplands,4464,Men+,Average age of the population,2021,29.7,sipiwiyiniwak Ward
The Uplands,4464,Men+,Median age of the population,2021,31.6,sipiwiyiniwak Ward
The Uplands,4464,Total,Average age of the population,2021,30.4,sipiwiyiniwak Ward
The Uplands,4464,Total,Median age of the population,2021,31.8,sipiwiyiniwak Ward
The Uplands,4464,Women+,Average age of the population,2021,31.1,sipiwiyiniwak Ward
The Uplands,4464,Women+,Median age of the population,2021,32,sipiwiyiniwak Ward
Thorncliff,4560,Men+,Average age of the population,2021,35.9,sipiwiyiniwak Ward
Thorncliff,4560,Men+,Median age of the population,2021,34,sipiwiyiniwak Ward
Thorncliff,4560,Total,Average age of the population,2021,37.2,sipiwiyiniwak Ward
Thorncliff,4560,Total,Median age of the population,2021,36.4,sipiwiyiniwak Ward
Thorncliff,4560,Women+,Average age of the population,2021,38.5,sipiwiyiniwak Ward
Thorncliff,4560,Women+,Median age of the population,2021,38,sipiwiyiniwak Ward
Tipaskan,6750,Men+,Average age of the population,2021,36.5,Karhiio Ward
Tipaskan,6750,Men+,Median age of the population,2021,36,Karhiio Ward
Tipaskan,6750,Total,Average age of the population,2021,36.4,Karhiio Ward
Tipaskan,6750,Total,Median age of the population,2021,35.6,Karhiio Ward
Tipaskan,6750,Women+,Average age of the population,2021,36.3,Karhiio Ward
Tipaskan,6750,Women+,Median age of the population,2021,35.2,Karhiio Ward
Trumpeter Area,4471,Men+,Average age of the population,2021,32.2,Nakota Isga Ward
Trumpeter Area,4471,Men+,Median age of the population,2021,34,Nakota Isga Ward
Trumpeter Area,4471,Total,Average age of the population,2021,32.3,Nakota Isga Ward
Trumpeter Area,4471,Total,Median age of the population,2021,33.6,Nakota Isga Ward
Trumpeter Area,4471,Women+,Average age of the population,2021,32.3,Nakota Isga Ward
Trumpeter Area,4471,Women+,Median age of the population,2021,33.2,Nakota Isga Ward
Tweddle Place,6760,Men+,Average age of the population,2021,36.9,Karhiio Ward
Tweddle Place,6760,Men+,Median age of the population,2021,36,Karhiio Ward
Tweddle Place,6760,Total,Average age of the population,2021,37.8,Karhiio Ward
Tweddle Place,6760,Total,Median age of the population,2021,36.8,Karhiio Ward
Tweddle Place,6760,Women+,Average age of the population,2021,38.5,Karhiio Ward
Tweddle Place,6760,Women+,Median age of the population,2021,37.6,Karhiio Ward
Twin Brooks,5511,Men+,Average age of the population,2021,43.7,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Men+,Median age of the population,2021,46.4,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Total,Average age of the population,2021,44.5,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Total,Median age of the population,2021,48.4,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Women+,Average age of the population,2021,45.3,Ipiihkoohkanipiaohtsi Ward
Twin Brooks,5511,Women+,Median age of the population,2021,50,Ipiihkoohkanipiaohtsi Ward
University Of Alberta,5520,Men+,Average age of the population,2021,27.4,papastew Ward
University Of Alberta,5520,Men+,Median age of the population,2021,23.6,papastew Ward
University Of Alberta,5520,Total,Average age of the population,2021,28.8,papastew Ward
University Of Alberta,5520,Total,Median age of the population,2021,23.8,papastew Ward
University Of Alberta,5520,Women+,Average age of the population,2021,30.8,papastew Ward
University Of Alberta,5520,Women+,Median age of the population,2021,24.2,papastew Ward
Virginia Park,1240,Men+,Average age of the population,2021,48,Métis Ward
Virginia Park,1240,Men+,Median age of the population,2021,50,Métis Ward
Virginia Park,1240,Total,Average age of the population,2021,53.5,Métis Ward
Virginia Park,1240,Total,Median age of the population,2021,55.2,Métis Ward
Virginia Park,1240,Women+,Average age of the population,2021,58.1,Métis Ward
Virginia Park,1240,Women+,Median age of the population,2021,61.6,Métis Ward
Walker,6662,Men+,Average age of the population,2021,30.8,Karhiio Ward
Walker,6662,Men+,Median age of the population,2021,32,Karhiio Ward
Walker,6662,Total,Average age of the population,2021,31.1,Karhiio Ward
Walker,6662,Total,Median age of the population,2021,32.4,Karhiio Ward
Walker,6662,Women+,Average age of the population,2021,31.4,Karhiio Ward
Walker,6662,Women+,Median age of the population,2021,32.4,Karhiio Ward
Webber Greens,4740,Men+,Average age of the population,2021,34,Nakota Isga Ward
Webber Greens,4740,Men+,Median age of the population,2021,35.2,Nakota Isga Ward
Webber Greens,4740,Total,Average age of the population,2021,34.8,Nakota Isga Ward
Webber Greens,4740,Total,Median age of the population,2021,35.6,Nakota Isga Ward
Webber Greens,4740,Women+,Average age of the population,2021,35.7,Nakota Isga Ward
Webber Greens,4740,Women+,Median age of the population,2021,36.4,Nakota Isga Ward
Wedgewood Heights,4570,Men+,Average age of the population,2021,43.9,sipiwiyiniwak Ward
Wedgewood Heights,4570,Men+,Median age of the population,2021,47.2,sipiwiyiniwak Ward
Wedgewood Heights,4570,Total,Average age of the population,2021,44,sipiwiyiniwak Ward
Wedgewood Heights,4570,Total,Median age of the population,2021,49.6,sipiwiyiniwak Ward
Wedgewood Heights,4570,Women+,Average age of the population,2021,44.1,sipiwiyiniwak Ward
Wedgewood Heights,4570,Women+,Median age of the population,2021,50.8,sipiwiyiniwak Ward
Weinlos,6770,Men+,Average age of the population,2021,39,Sspomitapi Ward
Weinlos,6770,Men+,Median age of the population,2021,37.2,Sspomitapi Ward
Weinlos,6770,Total,Average age of the population,2021,39.9,Sspomitapi Ward
Weinlos,6770,Total,Median age of the population,2021,38.4,Sspomitapi Ward
Weinlos,6770,Women+,Average age of the population,2021,40.7,Sspomitapi Ward
Weinlos,6770,Women+,Median age of the population,2021,39.6,Sspomitapi Ward
Wellington,3430,Men+,Average age of the population,2021,37.4,Anirniq Ward
Wellington,3430,Men+,Median age of the population,2021,35.6,Anirniq Ward
Wellington,3430,Total,Average age of the population,2021,38.2,Anirniq Ward
Wellington,3430,Total,Median age of the population,2021,36.4,Anirniq Ward
Wellington,3430,Women+,Average age of the population,2021,39.1,Anirniq Ward
Wellington,3430,Women+,Median age of the population,2021,37.6,Anirniq Ward
West Jasper Place,4580,Men+,Average age of the population,2021,40.1,Nakota Isga Ward
West Jasper Place,4580,Men+,Median age of the population,2021,39.6,Nakota Isga Ward
West Jasper Place,4580,Total,Average age of the population,2021,41.5,Nakota Isga Ward
West Jasper Place,4580,Total,Median age of the population,2021,40.8,Nakota Isga Ward
West Jasper Place,4580,Women+,Average age of the population,2021,43,Nakota Isga Ward
West Jasper Place,4580,Women+,Median age of the population,2021,42.4,Nakota Isga Ward
West Meadowlark Park,4590,Men+,Average age of the population,2021,41.8,sipiwiyiniwak Ward
West Meadowlark Park,4590,Men+,Median age of the population,2021,40.8,sipiwiyiniwak Ward
West Meadowlark Park,4590,Total,Average age of the population,2021,44.1,sipiwiyiniwak Ward
West Meadowlark Park,4590,Total,Median age of the population,2021,42.4,sipiwiyiniwak Ward
West Meadowlark Park,4590,Women+,Average age of the population,2021,46,sipiwiyiniwak Ward
West Meadowlark Park,4590,Women+,Median age of the population,2021,44.4,sipiwiyiniwak Ward
Westbrook Estates,5540,Men+,Average age of the population,2021,41.9,papastew Ward
Westbrook Estates,5540,Men+,Median age of the population,2021,41.2,papastew Ward
Westbrook Estates,5540,Total,Average age of the population,2021,42.5,papastew Ward
Westbrook Estates,5540,Total,Median age of the population,2021,42,papastew Ward
Westbrook Estates,5540,Women+,Average age of the population,2021,43.1,papastew Ward
Westbrook Estates,5540,Women+,Median age of the population,2021,42.4,papastew Ward
Westmount,3440,Men+,Average age of the population,2021,39.8,O-day'min Ward
Westmount,3440,Men+,Median age of the population,2021,39.2,O-day'min Ward
Westmount,3440,Total,Average age of the population,2021,40.1,O-day'min Ward
Westmount,3440,Total,Median age of the population,2021,39.2,O-day'min Ward
Westmount,3440,Women+,Average age of the population,2021,40.4,O-day'min Ward
Westmount,3440,Women+,Median age of the population,2021,38.8,O-day'min Ward
Westridge,4610,Men+,Average age of the population,2021,44.2,sipiwiyiniwak Ward
Westridge,4610,Men+,Median age of the population,2021,46.8,sipiwiyiniwak Ward
Westridge,4610,Total,Average age of the population,2021,44.9,sipiwiyiniwak Ward
Westridge,4610,Total,Median age of the population,2021,47.6,sipiwiyiniwak Ward
Westridge,4610,Women+,Average age of the population,2021,45.6,sipiwiyiniwak Ward
Westridge,4610,Women+,Median age of the population,2021,48,sipiwiyiniwak Ward
