Neighbourhood,Neighbourhood Number,Gender,Question Type,Characteristic,Year,Value,Ward
Beverly Heights,2100,Total,Citizenship,Not Canadian citizens,2021,165,Métis Ward
Beverly Heights,2100,Women+,Citizenship,Canadian citizens,2021,1560,Métis Ward
Beverly Heights,2100,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1265,Métis Ward
Beverly Heights,2100,Women+,Citizenship,Canadian citizens aged under 18,2021,295,Métis Ward
Beverly Heights,2100,Women+,Citizenship,Not Canadian citizens,2021,70,Métis Ward
Bisset,6030,Men+,Citizenship,Canadian citizens,2021,1530,Sspomitapi Ward
Bisset,6030,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1120,Sspomitapi Ward
Bisset,6030,Men+,Citizenship,Canadian citizens aged under 18,2021,410,Sspomitapi Ward
Bisset,6030,Men+,Citizenship,Not Canadian citizens,2021,425,Sspomitapi Ward
Bisset,6030,Total,Citizenship,Canadian citizens,2021,3085,Sspomitapi Ward
Bisset,6030,Total,Citizenship,Canadian citizens aged 18 and over,2021,2295,Sspomitapi Ward
Bisset,6030,Total,Citizenship,Canadian citizens aged under 18,2021,785,Sspomitapi Ward
Bisset,6030,Total,Citizenship,Not Canadian citizens,2021,890,Sspomitapi Ward
Bisset,6030,Women+,Citizenship,Canadian citizens,2021,1550,Sspomitapi Ward
Bisset,6030,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1180,Sspomitapi Ward
Bisset,6030,Women+,Citizenship,Canadian citizens aged under 18,2021,370,Sspomitapi Ward
Bisset,6030,Women+,Citizenship,Not Canadian citizens,2021,465,Sspomitapi Ward
Blackburne,5590,Men+,Citizenship,Canadian citizens,2021,675,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Men+,Citizenship,Canadian citizens aged 18 and over,2021,575,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Men+,Citizenship,Canadian citizens aged under 18,2021,100,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Men+,Citizenship,Not Canadian citizens,2021,35,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Total,Citizenship,Canadian citizens,2021,1355,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Total,Citizenship,Canadian citizens aged 18 and over,2021,1175,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Total,Citizenship,Canadian citizens aged under 18,2021,180,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Total,Citizenship,Not Canadian citizens,2021,70,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Women+,Citizenship,Canadian citizens,2021,680,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Women+,Citizenship,Canadian citizens aged 18 and over,2021,605,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Women+,Citizenship,Canadian citizens aged under 18,2021,75,Ipiihkoohkanipiaohtsi Ward
Blackburne,5590,Women+,Citizenship,Not Canadian citizens,2021,35,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Men+,Citizenship,Canadian citizens,2021,1225,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Men+,Citizenship,Canadian citizens aged 18 and over,2021,925,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Men+,Citizenship,Canadian citizens aged under 18,2021,300,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Men+,Citizenship,Not Canadian citizens,2021,120,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Total,Citizenship,Canadian citizens,2021,2555,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Total,Citizenship,Canadian citizens aged 18 and over,2021,2030,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Total,Citizenship,Canadian citizens aged under 18,2021,530,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Total,Citizenship,Not Canadian citizens,2021,235,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Women+,Citizenship,Canadian citizens,2021,1335,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1105,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Women+,Citizenship,Canadian citizens aged under 18,2021,230,Ipiihkoohkanipiaohtsi Ward
Blackmud Creek,5453,Women+,Citizenship,Not Canadian citizens,2021,115,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Men+,Citizenship,Canadian citizens,2021,1730,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1300,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Men+,Citizenship,Canadian citizens aged under 18,2021,430,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Men+,Citizenship,Not Canadian citizens,2021,600,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Total,Citizenship,Canadian citizens,2021,3545,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Total,Citizenship,Canadian citizens aged 18 and over,2021,2705,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Total,Citizenship,Canadian citizens aged under 18,2021,840,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Total,Citizenship,Not Canadian citizens,2021,1100,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Women+,Citizenship,Canadian citizens,2021,1815,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1400,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Women+,Citizenship,Canadian citizens aged under 18,2021,410,Ipiihkoohkanipiaohtsi Ward
Blue Quill,5060,Women+,Citizenship,Not Canadian citizens,2021,500,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Men+,Citizenship,Canadian citizens,2021,575,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Men+,Citizenship,Canadian citizens aged 18 and over,2021,420,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Men+,Citizenship,Canadian citizens aged under 18,2021,155,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Men+,Citizenship,Not Canadian citizens,2021,155,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Total,Citizenship,Canadian citizens,2021,1090,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Total,Citizenship,Canadian citizens aged 18 and over,2021,845,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Total,Citizenship,Canadian citizens aged under 18,2021,250,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Total,Citizenship,Not Canadian citizens,2021,295,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Women+,Citizenship,Canadian citizens,2021,520,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Women+,Citizenship,Canadian citizens aged 18 and over,2021,425,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Women+,Citizenship,Canadian citizens aged under 18,2021,95,Ipiihkoohkanipiaohtsi Ward
Blue Quill Estates,5070,Women+,Citizenship,Not Canadian citizens,2021,140,Ipiihkoohkanipiaohtsi Ward
Bonnie Doon,6040,Men+,Citizenship,Canadian citizens,2021,2215,Métis Ward
Bonnie Doon,6040,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1800,Métis Ward
Bonnie Doon,6040,Men+,Citizenship,Canadian citizens aged under 18,2021,420,Métis Ward
Bonnie Doon,6040,Men+,Citizenship,Not Canadian citizens,2021,170,Métis Ward
Bonnie Doon,6040,Total,Citizenship,Canadian citizens,2021,4440,Métis Ward
Bonnie Doon,6040,Total,Citizenship,Canadian citizens aged 18 and over,2021,3630,Métis Ward
Bonnie Doon,6040,Total,Citizenship,Canadian citizens aged under 18,2021,810,Métis Ward
Bonnie Doon,6040,Total,Citizenship,Not Canadian citizens,2021,375,Métis Ward
Bonnie Doon,6040,Women+,Citizenship,Canadian citizens,2021,2220,Métis Ward
Bonnie Doon,6040,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1835,Métis Ward
Bonnie Doon,6040,Women+,Citizenship,Canadian citizens aged under 18,2021,390,Métis Ward
Bonnie Doon,6040,Women+,Citizenship,Not Canadian citizens,2021,205,Métis Ward
Boyle Street,1020,Men+,Citizenship,Canadian citizens,2021,2550,O-day'min Ward
Boyle Street,1020,Men+,Citizenship,Canadian citizens aged 18 and over,2021,2240,O-day'min Ward
Boyle Street,1020,Men+,Citizenship,Canadian citizens aged under 18,2021,310,O-day'min Ward
Boyle Street,1020,Men+,Citizenship,Not Canadian citizens,2021,445,O-day'min Ward
Boyle Street,1020,Total,Citizenship,Canadian citizens,2021,4855,O-day'min Ward
Boyle Street,1020,Total,Citizenship,Canadian citizens aged 18 and over,2021,4280,O-day'min Ward
Boyle Street,1020,Total,Citizenship,Canadian citizens aged under 18,2021,575,O-day'min Ward
Boyle Street,1020,Total,Citizenship,Not Canadian citizens,2021,810,O-day'min Ward
Boyle Street,1020,Women+,Citizenship,Canadian citizens,2021,2305,O-day'min Ward
Boyle Street,1020,Women+,Citizenship,Canadian citizens aged 18 and over,2021,2040,O-day'min Ward
Boyle Street,1020,Women+,Citizenship,Canadian citizens aged under 18,2021,265,O-day'min Ward
Boyle Street,1020,Women+,Citizenship,Not Canadian citizens,2021,370,O-day'min Ward
Brander Gardens,5080,Men+,Citizenship,Canadian citizens,2021,1060,pihêsiwin Ward
Brander Gardens,5080,Men+,Citizenship,Canadian citizens aged 18 and over,2021,785,pihêsiwin Ward
Brander Gardens,5080,Men+,Citizenship,Canadian citizens aged under 18,2021,280,pihêsiwin Ward
Brander Gardens,5080,Men+,Citizenship,Not Canadian citizens,2021,100,pihêsiwin Ward
Brander Gardens,5080,Total,Citizenship,Canadian citizens,2021,2200,pihêsiwin Ward
Brander Gardens,5080,Total,Citizenship,Canadian citizens aged 18 and over,2021,1635,pihêsiwin Ward
Brander Gardens,5080,Total,Citizenship,Canadian citizens aged under 18,2021,565,pihêsiwin Ward
Brander Gardens,5080,Total,Citizenship,Not Canadian citizens,2021,235,pihêsiwin Ward
Brander Gardens,5080,Women+,Citizenship,Canadian citizens,2021,1140,pihêsiwin Ward
Brander Gardens,5080,Women+,Citizenship,Canadian citizens aged 18 and over,2021,855,pihêsiwin Ward
Brander Gardens,5080,Women+,Citizenship,Canadian citizens aged under 18,2021,285,pihêsiwin Ward
Brander Gardens,5080,Women+,Citizenship,Not Canadian citizens,2021,135,pihêsiwin Ward
Breckenridge Greens,4700,Men+,Citizenship,Canadian citizens,2021,840,Nakota Isga Ward
Breckenridge Greens,4700,Men+,Citizenship,Canadian citizens aged 18 and over,2021,655,Nakota Isga Ward
Breckenridge Greens,4700,Men+,Citizenship,Canadian citizens aged under 18,2021,185,Nakota Isga Ward
Breckenridge Greens,4700,Men+,Citizenship,Not Canadian citizens,2021,55,Nakota Isga Ward
Breckenridge Greens,4700,Total,Citizenship,Canadian citizens,2021,1830,Nakota Isga Ward
Breckenridge Greens,4700,Total,Citizenship,Canadian citizens aged 18 and over,2021,1470,Nakota Isga Ward
Breckenridge Greens,4700,Total,Citizenship,Canadian citizens aged under 18,2021,360,Nakota Isga Ward
Breckenridge Greens,4700,Total,Citizenship,Not Canadian citizens,2021,100,Nakota Isga Ward
Breckenridge Greens,4700,Women+,Citizenship,Canadian citizens,2021,985,Nakota Isga Ward
Breckenridge Greens,4700,Women+,Citizenship,Canadian citizens aged 18 and over,2021,815,Nakota Isga Ward
Breckenridge Greens,4700,Women+,Citizenship,Canadian citizens aged under 18,2021,175,Nakota Isga Ward
Breckenridge Greens,4700,Women+,Citizenship,Not Canadian citizens,2021,45,Nakota Isga Ward
Brintnell,2110,Men+,Citizenship,Canadian citizens,2021,2995,Dene Ward
Brintnell,2110,Men+,Citizenship,Canadian citizens aged 18 and over,2021,2025,Dene Ward
Canon Ridge,2120,Men+,Citizenship,Canadian citizens,2021,980,Dene Ward
Brintnell,2110,Men+,Citizenship,Canadian citizens aged under 18,2021,970,Dene Ward
Brintnell,2110,Men+,Citizenship,Not Canadian citizens,2021,350,Dene Ward
Brintnell,2110,Total,Citizenship,Canadian citizens,2021,5815,Dene Ward
Brintnell,2110,Total,Citizenship,Canadian citizens aged 18 and over,2021,3950,Dene Ward
Brintnell,2110,Total,Citizenship,Canadian citizens aged under 18,2021,1865,Dene Ward
Brintnell,2110,Total,Citizenship,Not Canadian citizens,2021,820,Dene Ward
Brintnell,2110,Women+,Citizenship,Canadian citizens,2021,2815,Dene Ward
Brintnell,2110,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1925,Dene Ward
Brintnell,2110,Women+,Citizenship,Canadian citizens aged under 18,2021,890,Dene Ward
Brintnell,2110,Women+,Citizenship,Not Canadian citizens,2021,470,Dene Ward
Britannia Youngstown,4060,Men+,Citizenship,Canadian citizens,2021,1935,Nakota Isga Ward
Britannia Youngstown,4060,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1595,Nakota Isga Ward
Britannia Youngstown,4060,Men+,Citizenship,Canadian citizens aged under 18,2021,335,Nakota Isga Ward
Britannia Youngstown,4060,Men+,Citizenship,Not Canadian citizens,2021,315,Nakota Isga Ward
Britannia Youngstown,4060,Total,Citizenship,Canadian citizens,2021,3730,Nakota Isga Ward
Britannia Youngstown,4060,Total,Citizenship,Canadian citizens aged 18 and over,2021,3055,Nakota Isga Ward
Britannia Youngstown,4060,Total,Citizenship,Canadian citizens aged under 18,2021,675,Nakota Isga Ward
Britannia Youngstown,4060,Total,Citizenship,Not Canadian citizens,2021,615,Nakota Isga Ward
Britannia Youngstown,4060,Women+,Citizenship,Canadian citizens,2021,1795,Nakota Isga Ward
Britannia Youngstown,4060,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1455,Nakota Isga Ward
Britannia Youngstown,4060,Women+,Citizenship,Canadian citizens aged under 18,2021,340,Nakota Isga Ward
Britannia Youngstown,4060,Women+,Citizenship,Not Canadian citizens,2021,305,Nakota Isga Ward
Brookside,5090,Men+,Citizenship,Canadian citizens,2021,880,pihêsiwin Ward
Brookside,5090,Men+,Citizenship,Canadian citizens aged 18 and over,2021,645,pihêsiwin Ward
Brookside,5090,Men+,Citizenship,Canadian citizens aged under 18,2021,240,pihêsiwin Ward
Brookside,5090,Men+,Citizenship,Not Canadian citizens,2021,65,pihêsiwin Ward
Brookside,5090,Total,Citizenship,Canadian citizens,2021,1880,pihêsiwin Ward
Brookside,5090,Total,Citizenship,Canadian citizens aged 18 and over,2021,1380,pihêsiwin Ward
Brookside,5090,Total,Citizenship,Canadian citizens aged under 18,2021,495,pihêsiwin Ward
Brookside,5090,Total,Citizenship,Not Canadian citizens,2021,105,pihêsiwin Ward
Brookside,5090,Women+,Citizenship,Canadian citizens,2021,995,pihêsiwin Ward
Brookside,5090,Women+,Citizenship,Canadian citizens aged 18 and over,2021,745,pihêsiwin Ward
Brookside,5090,Women+,Citizenship,Canadian citizens aged under 18,2021,260,pihêsiwin Ward
Brookside,5090,Women+,Citizenship,Not Canadian citizens,2021,40,pihêsiwin Ward
Bulyea Heights,5100,Men+,Citizenship,Canadian citizens,2021,1710,pihêsiwin Ward
Bulyea Heights,5100,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1295,pihêsiwin Ward
Bulyea Heights,5100,Men+,Citizenship,Canadian citizens aged under 18,2021,410,pihêsiwin Ward
Bulyea Heights,5100,Men+,Citizenship,Not Canadian citizens,2021,125,pihêsiwin Ward
Bulyea Heights,5100,Total,Citizenship,Canadian citizens,2021,3320,pihêsiwin Ward
Bulyea Heights,5100,Total,Citizenship,Canadian citizens aged 18 and over,2021,2615,pihêsiwin Ward
Bulyea Heights,5100,Total,Citizenship,Canadian citizens aged under 18,2021,705,pihêsiwin Ward
Bulyea Heights,5100,Total,Citizenship,Not Canadian citizens,2021,290,pihêsiwin Ward
Bulyea Heights,5100,Women+,Citizenship,Canadian citizens,2021,1610,pihêsiwin Ward
Bulyea Heights,5100,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1325,pihêsiwin Ward
Bulyea Heights,5100,Women+,Citizenship,Canadian citizens aged under 18,2021,295,pihêsiwin Ward
Bulyea Heights,5100,Women+,Citizenship,Not Canadian citizens,2021,165,pihêsiwin Ward
Caernarvon,3060,Men+,Citizenship,Canadian citizens,2021,1980,Anirniq Ward
Caernarvon,3060,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1500,Anirniq Ward
Caernarvon,3060,Men+,Citizenship,Canadian citizens aged under 18,2021,485,Anirniq Ward
Caernarvon,3060,Men+,Citizenship,Not Canadian citizens,2021,200,Anirniq Ward
Caernarvon,3060,Total,Citizenship,Canadian citizens,2021,4050,Anirniq Ward
Caernarvon,3060,Total,Citizenship,Canadian citizens aged 18 and over,2021,3010,Anirniq Ward
Caernarvon,3060,Total,Citizenship,Canadian citizens aged under 18,2021,1045,Anirniq Ward
Caernarvon,3060,Total,Citizenship,Not Canadian citizens,2021,500,Anirniq Ward
Caernarvon,3060,Women+,Citizenship,Canadian citizens,2021,2065,Anirniq Ward
Caernarvon,3060,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1510,Anirniq Ward
Caernarvon,3060,Women+,Citizenship,Canadian citizens aged under 18,2021,555,Anirniq Ward
Caernarvon,3060,Women+,Citizenship,Not Canadian citizens,2021,300,Anirniq Ward
Calder,3070,Men+,Citizenship,Canadian citizens,2021,2145,Anirniq Ward
Calder,3070,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1645,Anirniq Ward
Calder,3070,Men+,Citizenship,Canadian citizens aged under 18,2021,505,Anirniq Ward
Calder,3070,Men+,Citizenship,Not Canadian citizens,2021,275,Anirniq Ward
Calder,3070,Total,Citizenship,Canadian citizens,2021,3905,Anirniq Ward
Calder,3070,Total,Citizenship,Canadian citizens aged 18 and over,2021,3030,Anirniq Ward
Calder,3070,Total,Citizenship,Canadian citizens aged under 18,2021,875,Anirniq Ward
Calder,3070,Total,Citizenship,Not Canadian citizens,2021,550,Anirniq Ward
Calder,3070,Women+,Citizenship,Canadian citizens,2021,1760,Anirniq Ward
Calder,3070,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1385,Anirniq Ward
Calder,3070,Women+,Citizenship,Canadian citizens aged under 18,2021,375,Anirniq Ward
Calder,3070,Women+,Citizenship,Not Canadian citizens,2021,280,Anirniq Ward
Callaghan,5457,Men+,Citizenship,Canadian citizens,2021,1715,Ipiihkoohkanipiaohtsi Ward
Callaghan,5457,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1220,Ipiihkoohkanipiaohtsi Ward
Callaghan,5457,Men+,Citizenship,Canadian citizens aged under 18,2021,495,Ipiihkoohkanipiaohtsi Ward
Callaghan,5457,Men+,Citizenship,Not Canadian citizens,2021,275,Ipiihkoohkanipiaohtsi Ward
Callaghan,5457,Total,Citizenship,Canadian citizens,2021,3365,Ipiihkoohkanipiaohtsi Ward
Callaghan,5457,Total,Citizenship,Canadian citizens aged 18 and over,2021,2425,Ipiihkoohkanipiaohtsi Ward
Callaghan,5457,Total,Citizenship,Canadian citizens aged under 18,2021,935,Ipiihkoohkanipiaohtsi Ward
Callaghan,5457,Total,Citizenship,Not Canadian citizens,2021,575,Ipiihkoohkanipiaohtsi Ward
Callaghan,5457,Women+,Citizenship,Canadian citizens,2021,1645,Ipiihkoohkanipiaohtsi Ward
Callaghan,5457,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1205,Ipiihkoohkanipiaohtsi Ward
Callaghan,5457,Women+,Citizenship,Canadian citizens aged under 18,2021,440,Ipiihkoohkanipiaohtsi Ward
Callaghan,5457,Women+,Citizenship,Not Canadian citizens,2021,305,Ipiihkoohkanipiaohtsi Ward
Callingwood North,4070,Men+,Citizenship,Canadian citizens,2021,900,sipiwiyiniwak Ward
Callingwood North,4070,Men+,Citizenship,Canadian citizens aged 18 and over,2021,730,sipiwiyiniwak Ward
Callingwood North,4070,Men+,Citizenship,Canadian citizens aged under 18,2021,170,sipiwiyiniwak Ward
Callingwood North,4070,Men+,Citizenship,Not Canadian citizens,2021,175,sipiwiyiniwak Ward
Callingwood North,4070,Total,Citizenship,Canadian citizens,2021,1955,sipiwiyiniwak Ward
Callingwood North,4070,Total,Citizenship,Canadian citizens aged 18 and over,2021,1595,sipiwiyiniwak Ward
Callingwood North,4070,Total,Citizenship,Canadian citizens aged under 18,2021,360,sipiwiyiniwak Ward
Callingwood North,4070,Total,Citizenship,Not Canadian citizens,2021,385,sipiwiyiniwak Ward
Callingwood North,4070,Women+,Citizenship,Canadian citizens,2021,1055,sipiwiyiniwak Ward
Callingwood North,4070,Women+,Citizenship,Canadian citizens aged 18 and over,2021,865,sipiwiyiniwak Ward
Callingwood North,4070,Women+,Citizenship,Canadian citizens aged under 18,2021,185,sipiwiyiniwak Ward
Callingwood North,4070,Women+,Citizenship,Not Canadian citizens,2021,210,sipiwiyiniwak Ward
Callingwood South,4080,Men+,Citizenship,Canadian citizens,2021,2140,sipiwiyiniwak Ward
